Sample,Enrichment (%),Flux,Burnup
42,51.957037725525105,7.0335350189293155,4.124779169213882e-08
43,68.58416923404954,6.761450132995298,4.338140377795096e-08
44,24.96539931571462,7.7157413281834595,3.928063197630009e-08
45,29.785687472775066,7.573744237473647,3.939954670459792e-08
46,69.56531300092756,6.733623788737041,4.240823303752673e-08
47,43.89965077786339,7.213427174041365,4.1024604170711786e-08
48,81.83172350130202,6.57277528,4.373647705454476e-08
49,39.847035635377324,7.319926106550048,4.071125377003936e-08
50,25.202982309410245,7.747453792199454,3.9122180317125836e-08
51,64.14936111392099,6.8306920110635225,4.278320880498133e-08
52,85.99042217375626,6.5256080500922575,4.4294599775331385e-08
53,43.88114603323344,7.223390037129306,4.053566739496593e-08
54,16.939863892183993,8.103263261219855,3.8479227601245797e-08
55,6.394070916507765,9.022765677979713,3.354006337850211e-08
56,25.51731341477112,7.691538411941804,3.87139712800108e-08
57,30.84053891323206,7.552536720160732,3.96338256465795e-08
58,61.507497945094215,6.9302154766028075,4.327531504856683e-08
59,47.09987579427362,7.153684148113151,4.117046285676462e-08
60,81.55292090698472,6.570674238181969,4.4153075228549605e-08
61,60.979497080878296,6.895524402878603,4.219957729990749e-08
62,19.908587160605407,7.941739027082146,3.8678441612080456e-08
63,49.553379613946355,7.116307330221409,4.1493102540727085e-08
64,12.933213198002232,8.325691011882222,3.689605352517151e-08
65,50.83210225806399,7.061655900797854,4.121148834378651e-08
66,26.840970880913297,7.679157739340261,3.8798740566574434e-08
67,63.34151015336708,6.8529864211589295,4.2595361394269595e-08
68,60.02009747260842,6.930660637324036,4.2634842902002335e-08
69,83.16959225,6.568643601,4.446072324452399e-08
70,31.352820888248015,7.515849100228374,3.947746335979076e-08
71,81.04356483930438,6.608645857808178,4.443728371926732e-08
72,83.35132283541765,6.569999747947064,4.4283325438086064e-08
73,66.58164680419814,6.78172408,4.265970629028486e-08
74,3.284593595,9.834360252523243,2.8151253254080628e-08
75,74.21659822739177,6.707095694440448,4.3623307531643037e-08
76,55.906925260639625,6.968680425015942,4.191253058971666e-08
77,9.656250301,8.614549372046683,3.5849491909340135e-08
78,63.04928140729794,6.832589210958432,4.1773460930664164e-08
79,45.06191376350274,7.179209889654736,4.094145218725876e-08
80,15.232358219516216,8.195317360021793,3.803036669584917e-08
81,48.826135103679135,7.129310279608641,4.1690824499941745e-08
82,51.02331340753599,7.053328974158363,4.126346264132058e-08
83,45.76853481211573,7.190109975792433,4.11168474594154e-08
84,53.21783011,7.032124386849433,4.1094110709249584e-08
85,37.70986048795647,7.342846615,3.9924031787495075e-08
86,52.80891738813577,7.024221820560009,4.219087354541376e-08
87,74.80462884464671,6.689739753693349,4.391221482190852e-08
88,3.784380210658962,9.693880512464784,2.993881428601598e-08
89,86.15762704393111,6.532838066426495,4.4694102308204534e-08
90,58.65395619529182,6.938442985612225,4.242831426551091e-08
91,16.204660487827603,8.112881073776803,3.749131955243504e-08
92,76.35170962336541,6.648989845552628,4.346782917686706e-08
93,42.153242476320294,7.2337450602124855,4.0370028756092094e-08
94,41.882650263458125,7.269080674,4.0598265266709624e-08
95,61.22264423,6.896524153477517,4.2469469805708e-08
96,43.36780359548171,7.214294281660916,4.123751020379101e-08
97,47.23575317979922,7.175623196451361,4.150608722585048e-08
98,88.03416083869287,6.505439081758539,4.503601901353891e-08
99,83.54847777,6.585121814914008,4.4411115978749535e-08
100,23.385394734703883,7.799416554747406,3.9194181413226865e-08
101,2.9659437934000774,9.979477382878203,2.7232123146840366e-08
102,1.9328311504684632,10.667742212468129,2.2508991598921645e-08
103,37.00456906,7.356043015315553,4.0300482939778587e-08
104,10.473989235177964,8.534747313198945,3.621660846655888e-08
105,77.92039186940727,6.621437960868763,4.343492949128373e-08
106,2.783255011,10.115993747150558,2.6541686457518818e-08
107,84.46111162253686,6.555807017214025,4.375110483798148e-08
108,18.32863863618419,8.001460456,3.8519909385454695e-08
109,19.766743183504154,7.956349980406204,3.812964796890459e-08
110,83.60288425639682,6.564231573249036,4.465155633871817e-08
111,71.11327391697826,6.7331887077228565,4.302752975552666e-08
112,86.01003022401972,6.533701871447129,4.442651575377499e-08
113,79.40329675352292,6.607472814650886,4.3718672729454084e-08
114,7.766527046943577,8.798871786723673,3.465713836405656e-08
115,41.84275919401995,7.257373487,4.056375508452029e-08
116,35.13889050505298,7.440220446400153,4.003022178946157e-08
117,36.98782969482065,7.380308875636151,4.0458645541172944e-08
118,65.86338011413294,6.822345245,4.303500477372871e-08
119,44.99850711886353,7.191671566039809,4.059994391876829e-08
120,59.71522366463385,6.9093281242067635,4.23124465004165e-08
121,42.004036208118876,7.254360599,4.04503386428582e-08
122,27.147701711237232,7.665678903629094,3.9040129664025956e-08
123,76.56312560202278,6.6424949344070345,4.436133812852262e-08
124,43.43055559570654,7.198928592131618,4.082431246204205e-08
125,11.572304811816382,8.423655701007748,3.701579495944542e-08
126,69.12201684608382,6.750584136944772,4.2735817216999284e-08
127,1.50227781,11.149995115039008,1.958179504827251e-08
128,32.12506550394643,7.471513427545053,3.9822247264908436e-08
129,54.83156496681568,6.988093560281835,4.155948149079782e-08
130,28.928504851556987,7.594911088380436,3.933125456008754e-08
131,1.822666463337373,10.788430398080168,2.198279467676022e-08
132,33.14980899764178,7.479805993881986,4.057489551942656e-08
133,15.544906062908385,8.191486475176387,3.770568269854928e-08
134,51.829552809258224,7.061655619569861,4.136350964025216e-08
135,74.17850098236741,6.712399690962567,4.3944479779610326e-08
136,75.14320625885154,6.684291538669543,4.3777081355806034e-08
137,21.10984720998953,7.892716123274381,3.8353943598987765e-08
138,38.588909880585916,7.336504206510976,4.031911723786237e-08
139,84.86133940258588,6.572673081,4.4414452397059236e-08
140,32.70702463149632,7.490226468191116,3.948756840405987e-08
141,51.549147212702835,7.0213692723494825,4.097080935485296e-08
142,42.87132689962871,7.234572989,4.0533117054846664e-08
143,38.38294434254164,7.335547843522219,4.057800574868339e-08
144,29.77940161135851,7.564364865062947,3.951828688084003e-08
145,50.29457144611737,7.093129084643217,4.14736303409333e-08
146,73.33500285,6.714877820039385,4.39189377956615e-08
147,61.61014231340067,6.872947575806033,4.256166756761056e-08
148,72.16702870876317,6.689647654808057,4.3013157717343604e-08
149,78.19103515294846,6.633852510810112,4.392631817899551e-08
150,28.76624828221355,7.593257418315016,3.904053957212779e-08
151,5.296798038130078,9.235331832349083,3.2443239393284334e-08
152,66.76048154366202,6.781687865490833,4.2636366359973024e-08
153,63.84117785,6.825736026,4.260148970133313e-08
154,76.59237847098278,6.650825419762214,4.299945391429137e-08
155,39.69799035,7.304772935842934,4.072403971689668e-08
156,63.77943096891266,6.842896287,4.2977259437555054e-08
157,47.96668361775502,7.1177153419619295,4.12788995530092e-08
158,74.22123340673734,6.694980952431147,4.398540515626746e-08
159,61.76431440624378,6.8824215415063055,4.231608019377549e-08
160,65.72452790030552,6.817270251141099,4.3161848153647426e-08
161,61.88356340433273,6.880677724429243,4.248571066738767e-08
162,44.665270926213516,7.1881833839337865,4.083352804878938e-08
163,63.96072546252797,6.8298461715309084,4.2354224806309094e-08
164,28.672436250386127,7.626720884463157,4.008216142272695e-08
165,14.565242211964943,8.213138121,3.7928741550035127e-08
166,66.06229424450557,6.785723945554135,4.2766441633418165e-08
167,82.50116865508723,6.575001539726196,4.374636640915701e-08
168,9.583397705093653,8.631413432728813,3.5844498294391694e-08
169,64.77766770346909,6.8185302074465435,4.2275110526609054e-08
170,72.02469732697861,6.705540964115639,4.294957317206176e-08
171,66.14976019426705,6.798951719083683,4.272500511365018e-08
172,65.93559474040069,6.819428723495859,4.3168784278446774e-08
173,23.613540062426196,7.779833565031168,3.869172163562208e-08
174,17.95211720553396,8.036728412063306,3.766783055004674e-08
175,73.37755267386635,6.720143627954329,4.290988725380967e-08
176,5.673855989,9.198357218951626,3.298443191170569e-08
177,61.762474780183275,6.848876257113166,4.2341351504993715e-08
178,22.086787940855533,7.831387377999335,3.878300394100237e-08
179,45.139970729857694,7.192030229150275,4.0812069563336084e-08
180,18.47548493,8.026133962952123,3.8076562578387683e-08
181,61.02644725035902,6.889915125661392,4.258273899946084e-08
182,28.425437340368042,7.6225320046749845,3.927081673947949e-08
183,87.26439125,6.546361608,4.498016950603917e-08
184,27.73007619649226,7.625605870520792,3.9020825479654346e-08
185,65.32033295384957,6.823045606359116,4.244610793698759e-08
186,12.96713687078436,8.356101958358057,3.700912076882714e-08
187,33.79273166489162,7.446905756,3.995534803421061e-08
188,11.969203930384015,8.399491988927004,3.59415552392043e-08
189,57.853966865343224,6.938631767826482,4.178725481198336e-08
190,54.69186209456379,6.995875135984423,4.175453402485209e-08
191,66.63067276339045,6.805711865076252,4.292599239760269e-08
192,46.45040509733374,7.165798395301536,4.0690225442379214e-08
193,34.041409851891444,7.429915842667864,3.978979432658262e-08
194,82.33349685287318,6.600122714256396,4.4695006279177354e-08
195,57.08404098319174,6.959144009828543,4.2402830757081474e-08
196,43.15231949930701,7.246501627911463,4.106273628240157e-08
197,44.06870094676863,7.2161705017616695,4.075960607225024e-08
198,76.85336391236841,6.649346903881041,4.386797900677892e-08
199,17.789524300168953,8.028034057644419,3.7994491448169146e-08
200,8.162180478997486,8.772109247,3.489291886061341e-08
201,84.75568863471409,6.564997176278905,4.5251307454500874e-08
202,66.08129291,6.791966506574424,4.284402148280896e-08
203,63.43268071467064,6.834073929967853,4.223856715122203e-08
204,25.37012806860456,7.736735705091007,3.889803317723769e-08
205,89.59222342277691,6.516872392962904,4.503854131545165e-08
206,78.93121051425192,6.641566771434705,4.436509409984587e-08
207,32.70235259798263,7.471446161698951,3.961901679709676e-08
208,18.287146898878618,8.039658806,3.7851331406902666e-08
209,89.96112217469839,6.491354461288815,4.531685406411834e-08
210,32.50388703879659,7.471625949744921,3.958389153336352e-08
211,16.743779136092755,8.073212583929775,3.760772268624648e-08
212,82.99407592918783,6.593746665130251,4.450938916265616e-08
213,32.67602180446625,7.476261745467725,4.003597033517479e-08
214,81.34989443084338,6.583717137907591,4.4083230838150416e-08
215,60.09618413808987,6.887349983492749,4.2202306893681276e-08
216,46.69573101607431,7.144925778656677,4.087163937849085e-08
217,84.68961165122411,6.5517110325297745,4.4505696908989474e-08
218,14.707204375521963,8.210863248827614,3.6953141600243534e-08
219,73.11901386694213,6.690473837450999,4.311400440127185e-08
220,72.29881380376884,6.688513452473731,4.2983902604607914e-08
221,2.164997894465276,10.506499757568156,2.389527270812526e-08
222,20.643445742365564,7.893897235883638,3.838731037623059e-08
223,70.24329052524821,6.7422120175007345,4.2643322715908306e-08
224,78.33799752970585,6.639206746087987,4.410234547989732e-08
225,75.35197052542598,6.677335244168735,4.3710656660898426e-08
226,35.69075132478293,7.396872559640979,4.0160820548810666e-08
227,82.91497623703954,6.5679706852879605,4.365613277526919e-08
228,17.960028360946133,8.026982015,3.797001915117589e-08
229,75.92885389242446,6.675085165505033,4.3872522228208713e-08
230,65.79738985164981,6.822899198744835,4.270001845164333e-08
231,54.290168579921854,7.000541428111401,4.140124516498445e-08
232,22.81462200841999,7.805377032897286,3.9223461155110716e-08
233,82.67641370652454,6.574958378747591,4.368023282831547e-08
234,81.45109639,6.594105594285092,4.440778956178233e-08
235,19.683905118350488,7.962252951779449,3.84757774187939e-08
236,38.39097559481319,7.339690554387806,4.015692646139738e-08
237,43.86449311926698,7.240450213854418,4.139780540657184e-08
238,33.32724420467901,7.480146539561747,3.9882775385421066e-08
239,1.8225884670522345,10.800651943296891,2.2000294499694672e-08
240,62.70878150138282,6.871667669100454,4.2128443461647333e-08
241,63.877871359546376,6.846214428238511,4.286169392651335e-08
242,20.682998120480214,7.929290550437981,3.843110371189694e-08
243,77.73489267485566,6.627439049423141,4.340286920012319e-08
244,28.493376575966888,7.628841724,3.917314252178179e-08
245,67.21461182327138,6.768519860873591,4.26449379391733e-08
246,89.91837207731142,6.485168230958666,4.492310999634349e-08
247,88.94198196782362,6.495698171079341,4.499486870031195e-08
248,34.441004991197644,7.4159759334162505,4.0615329186516654e-08
249,40.743624857718665,7.260218171650456,4.017369919947429e-08
250,22.70127882029795,7.827171541133779,3.8805751236800806e-08
251,50.83533951041904,7.076092403111286,4.181155220480288e-08
252,30.15197016702891,7.555053063850862,3.956406418928772e-08
253,79.20932044232735,6.610255077113109,4.336142991727086e-08
254,37.89682782214149,7.340510086543098,4.0112009731790735e-08
255,28.231154727789708,7.603155659395063,3.973802070903693e-08
256,2.2453706193651275,10.458032089673582,2.4204880367451898e-08
257,55.057707081008544,6.989683207280695,4.198011751807386e-08
258,42.557249791734534,7.234787946696709,3.9973585029233464e-08
259,11.875711255495805,8.412011810714128,3.663182224366197e-08
260,31.084248038740498,7.515568762043344,3.9188064468322e-08
261,57.78795311907621,6.939450554,4.185137088536838e-08
262,37.79778419179701,7.343151749127469,4.024738721904607e-08
263,78.41103428174848,6.6281390766877575,4.389370000429471e-08
264,9.356320909319507,8.650426357022072,3.6028224717576483e-08
265,64.70412844924711,6.839173945,4.290070395580519e-08
266,56.871742922002305,6.953218917651798,4.212129286397265e-08
267,6.124222391957299,9.069100699776849,3.3272406678403814e-08
268,43.93550873507826,7.202934087803935,4.0176285057678977e-08
269,71.62852472690332,6.738388436501825,4.40749942161581e-08
270,82.09062744,6.586474427097884,4.4318813788581174e-08
271,65.22537073641475,6.811051285329638,4.283446920535126e-08
272,17.14339155,8.090096554694178,3.778890341054926e-08
273,83.07405450505699,6.557902041925843,4.396807165997566e-08
274,87.79179899834563,6.523707577719509,4.4633485672930817e-08
275,52.77516106051212,7.039946821755768,4.088605148413698e-08
276,52.18204878443914,7.0434139858531895,4.143607939084373e-08
277,29.131440206956405,7.592680008998169,3.945680384186223e-08
278,86.41742506,6.527396242933714,4.402543940572115e-08
279,88.99466746541194,6.4994118235502585,4.472589873858245e-08
280,52.13074041065109,7.074035411,4.1120545910503725e-08
281,52.08426575298575,7.064685976240154,4.13484706682518e-08
282,44.01185909819306,7.213684197861378,4.104201967070363e-08
283,87.76680554302865,6.498709634632612,4.4087935339135534e-08
284,2.910788085526103,10.059996537361155,2.717840919286423e-08
285,47.201418336982506,7.140359698590741,4.0600810786374535e-08
286,79.82961555784986,6.607608927,4.4456111806624595e-08
287,85.38694777032866,6.530350607696908,4.5087540768399635e-08
288,32.27275332983115,7.478248631,4.005268766194284e-08
289,41.69006329800721,7.234114122193253,4.046532760790004e-08
290,40.18096517,7.290238043057051,4.036688104096747e-08
291,39.19463987161658,7.302379591203285,4.0228978069816395e-08
292,46.31113346821488,7.191262825824849,4.1568502277743136e-08
293,36.973492639300034,7.377607712647277,4.055889888992116e-08
294,79.15230299904849,6.610041694,4.451124193824226e-08
295,31.64645323694696,7.536983575034535,4.023762654308336e-08
296,31.35693604939261,7.4951470907035365,3.928681577588595e-08
297,43.81433417823892,7.227978764926312,4.0470680489180204e-08
298,82.20238892,6.570430520095896,4.450644194362041e-08
299,36.015958479931264,7.406639048,4.0047318465953635e-08
300,86.67437263492546,6.562318860609584,4.532651418824682e-08
301,84.18932109436211,6.569512453406417,4.459513582974197e-08
302,84.10338819788211,6.565635556,4.4374124051505464e-08
303,34.24234179,7.467672885116386,4.0149581635958095e-08
304,8.649885389908121,8.713480505674262,3.54126522444758e-08
305,36.178897095232905,7.393361577399739,4.0518443065860535e-08
306,79.90294686171882,6.587617319233138,4.374984018280444e-08
307,23.52150969353276,7.775254552921459,3.883445198541901e-08
308,89.01863961867029,6.520289673326619,4.484464291224556e-08
309,7.534284592959122,8.854677702074053,3.450967000599587e-08
310,47.20494369860858,7.154516477642197,4.091129208069982e-08
311,61.98110020126918,6.871158877771709,4.274523429090643e-08
312,64.00934847340811,6.841012585143802,4.2237062000815656e-08
313,80.83043976687269,6.617806468535877,4.4134016510191246e-08
314,84.50762813250829,6.566519064042235,4.4305097571635014e-08
315,43.63589525419404,7.214316204638044,4.0480323995785356e-08
316,59.47646511489024,6.922023348101585,4.246335645243857e-08
317,16.433754182716786,8.084859854051368,3.735364138989806e-08
318,11.80958134182815,8.406625324701333,3.660027624290145e-08
319,78.36148135937985,6.645649595071763,4.408275695104838e-08
320,39.055262674394406,7.287681536880547,4.0693308910298114e-08
321,62.71886663443278,6.870005121226041,4.2952981975530636e-08
322,65.02780938328065,6.835579505069829,4.344231504276551e-08
323,75.44738811474039,6.678623669604023,4.420077799711366e-08
324,49.385506630546985,7.101938346078995,4.105480534261946e-08
325,84.68532255739224,6.540073721711455,4.419591166939225e-08
326,44.38948038825502,7.188644607121879,4.1117769836307856e-08
327,58.605999525264785,6.926047926242793,4.2057497530774145e-08
328,23.67817086457405,7.796110871795433,3.862627395504374e-08
329,73.21821109650152,6.717287852327553,4.352686927173478e-08
330,66.01919522722078,6.7939818899514455,4.244972218624438e-08
331,61.05290815979539,6.8965414115277035,4.227880605326549e-08
332,80.34084676017274,6.598428413642095,4.3680280904103415e-08
333,54.59516814935769,7.002156567692215,4.140906528996914e-08
334,63.731552178521014,6.831945832,4.221475711862649e-08
335,62.763308214211385,6.880083003075272,4.257822498258125e-08
336,40.52511693359745,7.255524314,4.054676290102703e-08
337,48.04946655627049,7.1278122079016155,4.133072800707623e-08
338,10.983665463784643,8.467681035516739,3.592464087365175e-08
339,71.60682079139487,6.714239641685681,4.349513512934016e-08
340,48.94825238581344,7.104667507411902,4.1209885915412054e-08
341,45.81310562732822,7.174364342207126,4.131816202847414e-08
342,3.942769564359254,9.625544499072342,3.023033057113755e-08
343,78.78030578,6.621426681085052,4.393534673579685e-08
344,60.54457944021568,6.892252769216254,4.2456990120291865e-08
345,72.22955075807518,6.690425711077933,4.3104891900532676e-08
346,55.11897513985636,6.996414262367507,4.21109664863281e-08
347,7.961216583751847,8.823736947180738,3.4975075369421384e-08
348,73.87962004889035,6.686035694755524,4.270700378944349e-08
349,4.671926020662883,9.402526086528258,3.107383959132875e-08
350,38.38959736867625,7.3414605291564135,4.066817461813663e-08
351,35.59678766,7.402365605447417,4.0369525950368705e-08
352,29.98203788,7.561021154891723,4.0055520336172266e-08
353,30.60904474293075,7.553413685311383,3.927539330509451e-08
354,29.61405724399915,7.598562292887343,3.967444611241022e-08
355,36.66095329183159,7.374086742541632,4.058596647299678e-08
356,1.5391991429623166,11.121540174524961,1.9879283544104554e-08
357,7.5832788563253635,8.849957105,3.4690669929586975e-08
358,59.31437967346077,6.9115905713016526,4.268180341661348e-08
359,80.79180161463175,6.620156185,4.4191809057548925e-08
360,40.102442226122484,7.283778891700511,4.043270399740627e-08
361,22.721927850079805,7.825281626235802,3.842676931444056e-08
362,48.36078110898919,7.0999195606644045,4.1044322355081363e-08
363,13.40815171915387,8.314306048524912,3.731724112203074e-08
364,82.86312261398037,6.550175168005358,4.432448397162327e-08
365,79.25053377490542,6.618869279697797,4.351514261695475e-08
366,52.71278614957126,7.032930000743734,4.205281357834172e-08
367,4.2471245886463596,9.508560732,3.034289073957195e-08
368,84.65514465444039,6.576879206678968,4.440814748653451e-08
369,34.990442476127434,7.453250344301124,4.027358388570824e-08
370,37.99421680705127,7.380860753154282,4.0609420796896853e-08
371,42.29182125546151,7.236571285205885,3.981373724301523e-08
372,58.67026341749094,6.934190839045373,4.24903112704218e-08
373,4.228248843863753,9.515529038176242,3.034169217784322e-08
374,22.722430446365404,7.823001488120263,3.884888063669035e-08
375,20.59199450499609,7.910719507944389,3.777292241093792e-08
376,10.09066435046763,8.571065992446153,3.651688825068549e-08
377,84.10673334143598,6.5779563748178145,4.4353931664670674e-08
378,50.771754939425215,7.0570295693411556,4.162767394940752e-08
379,32.384159175144916,7.489873559752682,4.021125060888259e-08
380,19.039121009091414,7.967113107147931,3.7892456430448776e-08
381,84.99763474111668,6.539175208987146,4.458029509986282e-08
382,33.55473316617682,7.474220528853877,4.019530745275148e-08
383,17.326082202530994,8.072287335,3.822768394648081e-08
384,82.27486237859966,6.590864889885034,4.39312005302441e-08
385,57.06076404772536,6.947845365890867,4.241273611084191e-08
386,41.92749851669177,7.269632746343638,4.114323380867239e-08
387,52.819238135889016,7.046072924874438,4.1741898320942555e-08
388,31.38877394277277,7.533951629099467,3.971819022128069e-08
389,33.97856992390069,7.453005254822996,3.9918459500873496e-08
390,33.541746842311696,7.472890875674377,4.009298776669353e-08
391,29.402524205002024,7.606645832290072,3.905007028650296e-08
392,14.566366355283774,8.228630057885928,3.786034171663956e-08
393,83.28351138714324,6.572653063066828,4.391126060973452e-08
394,12.426160458406722,8.358005859,3.704829542259556e-08
395,49.334169305043474,7.104971824475606,4.1194540620239285e-08
396,87.89754232907056,6.5276706615715465,4.515041331803799e-08
397,5.470545405,9.22762239,3.324248561000275e-08
398,74.11208917171585,6.681934748583163,4.327669203062693e-08
399,48.46112464790064,7.123836360942143,4.1537871019574865e-08
400,36.67179969868199,7.397092979312911,4.061346955476841e-08
401,63.67521911758108,6.826533041056281,4.2547866148444643e-08
402,88.10098681198104,6.529785967262498,4.4692398607402e-08
403,28.331524903441252,7.5997025800915585,3.919223610115323e-08
404,27.242443758380343,7.654128879,3.921552989951805e-08
405,76.08801321427381,6.6847217386384425,4.307765700168935e-08
406,61.976810030822215,6.866289613024703,4.2520850962760735e-08
407,81.88345505857113,6.581000532938683,4.427683036904767e-08
408,85.44253271818357,6.544697615750773,4.435996430982447e-08
409,88.42696929932919,6.511971298480307,4.517644249914018e-08
410,40.91901669637165,7.275425070503531,4.082711083049618e-08
411,31.244368039202698,7.521106808,3.9801089269277814e-08
412,16.27148407951983,8.133066725171519,3.8119754468770176e-08
413,19.596180717962184,7.954224313,3.8522252586627815e-08
414,33.889832919682654,7.452264314195918,3.998239869102318e-08
415,86.21575730870336,6.547901610569577,4.44852914416986e-08
416,74.61366007928376,6.699808973130033,4.4199056896191764e-08
417,23.614381620887777,7.775189611871464,3.9170755521864865e-08
418,26.00346913478874,7.680122625454184,3.9577715340634244e-08
419,33.44679334267367,7.475897445580618,4.0000122500615365e-08
420,31.10402269850414,7.539901081048416,4.006967454304382e-08
421,5.745182781004409,9.172032847978786,3.329664319358054e-08
422,46.03014186329097,7.141115451886937,4.106804006644986e-08
423,44.14391357913441,7.231314786362508,4.148131845105162e-08
424,1.0186228021401535,11.92300300127301,1.491153505822317e-08
425,7.522775825506865,8.839261114508743,3.462178279163258e-08
426,78.89977635750103,6.628970606159059,4.411346711272858e-08
427,13.35187883338144,8.312842199395218,3.7220296098007866e-08
428,6.128758569070814,9.064369594746392,3.321797575269611e-08
429,69.60605198,6.765500726121364,4.296784353702541e-08
430,56.290084675328444,6.998739583719336,4.196597173600468e-08
431,8.100161490223485,8.748902864700657,3.4829554960444536e-08
432,15.212103959843782,8.163496236556746,3.7488623985030054e-08
433,48.52805404580137,7.102185349959053,4.0871436493625155e-08
434,62.47649403277617,6.8600092668651325,4.231976954924094e-08
435,53.78814376526343,7.025432441146414,4.223981933124152e-08
436,78.05038675600882,6.618484838853949,4.368788902741668e-08
437,23.92519288503847,7.764945345853346,3.882788092704063e-08
438,23.515560287953413,7.779732043240709,3.8895692700007795e-08
439,7.974407541003487,8.812166123094368,3.499555048831872e-08
440,67.93448278352842,6.775720128327188,4.277489125689307e-08
441,2.347619584670516,10.386876104431451,2.477157632354916e-08
442,52.49150499972744,7.022601793609532,4.125222841259788e-08
443,1.2618052870204615,11.530757180406185,1.7923625528692904e-08
444,57.25709771631753,6.960881167262222,4.239032809798594e-08
445,86.19383729,6.524648722703962,4.48606316907556e-08
446,49.38503514520986,7.077912381765544,4.135501065433501e-08
447,19.862804405371488,7.944309041900495,3.839910609126501e-08
448,69.34478739856782,6.768178188589992,4.32680915346029e-08
449,22.817366195799096,7.819174054987481,3.896117956662745e-08
450,5.801630956053547,9.133600752251773,3.2575867843064076e-08
451,20.95134387561174,7.878738851374992,3.818238597604628e-08
452,11.417540395780215,8.471507091,3.675658184634857e-08
453,70.64335896468948,6.7361807484255385,4.2924476886087725e-08
454,63.163663589566035,6.858113902336943,4.2859640770030716e-08
455,15.08927496163843,8.177197584129507,3.724029009421297e-08
456,51.51545281491473,7.0654381526320975,4.125085237581297e-08
457,86.06407394676926,6.524197984128124,4.49798506749292e-08
458,35.987401381530965,7.362162863031886,4.0394002364825314e-08
459,43.39397220997687,7.229602178673104,4.1000292129310297e-08
460,24.367031514485838,7.744343073509722,3.883339323561462e-08
461,35.755266856310094,7.417182381652678,4.0485197795544284e-08
462,20.501826708809553,7.923203748,3.865684011026932e-08
463,29.578353598307288,7.588831949331591,3.943391920054486e-08
464,73.43277638736282,6.688840310206682,4.3306607146156305e-08
465,28.086285280539492,7.619854854273376,3.9135615556351694e-08
466,13.257724793127295,8.288956288726636,3.650916481109565e-08
467,46.72254169823514,7.131171706760963,4.090775757990255e-08
468,71.29285115797393,6.737992195662434,4.3236346277182653e-08
469,85.63515955302631,6.5473924910577015,4.431937055991527e-08
470,63.119289776224356,6.876517269,4.2872710680432885e-08
471,82.81253115933116,6.557659976870118,4.3886114074715105e-08
472,83.66944761224305,6.586858725539718,4.435569526265997e-08
473,7.2859339640051815,8.911313882,3.465926601249385e-08
474,31.740727422516315,7.5275048841941965,3.955121799370063e-08
475,10.238014867093575,8.557758565,3.5802573960868245e-08
476,67.37707875564313,6.798194011164511,4.3120850778307484e-08
477,3.348957827680654,9.830315902285083,2.8490381332452684e-08
478,6.986499925741907,8.965196809963201,3.488359253928726e-08
479,54.025297613319005,7.010621717588292,4.1678722814849424e-08
